geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
51001,Accomack County,2337,8011,3255,17983,17121,438,1954,9960,6725,14475,33289
55097,Portage County,1905,14073,4757,55077,35239,928,4171,19200,9137,29754,70136
55129,Washburn County,173,4115,1687,10138,8015,189,825,5861,2142,7972,15842
54011,Cabell County,1988,17710,7903,71657,49613,2584,5597,24646,20706,36119,96604
51167,Russell County,304,6041,1458,22370,14557,253,996,8750,5471,13310,28646
54101,Webster County,38,2311,662,7500,4581,86,362,3062,2259,4308,9073
51690,Martinsville,437,2322,1045,9836,7519,256,501,3220,3627,4139,13808
51720,Norton,101,462,265,2690,2365,25,92,899,715,1357,3998
55091,Pepin County,68,2099,557,5126,3668,43,394,2389,907,3629,7417
56001,Albany County,1986,2542,2289,14190,17536,974,2485,7822,8910,12436,36745
54029,Hancock County,337,8238,2842,13976,15725,392,1423,9726,5083,13003,30517
53041,Lewis County,3757,14331,7912,45528,37669,3112,3618,20266,11457,32379,75419
55103,Richland County,323,4703,1366,14409,8896,189,625,5514,2248,8513,17911
51005,Alleghany County,227,3762,1435,12026,8297,165,867,5413,2014,7933,16240
55093,Pierce County,576,7348,2696,17467,20611,418,3118,11106,4738,17290,40870
51660,Harrisonburg,7290,4836,1646,25043,26309,1365,1614,5680,14188,12559,49926
51029,Buckingham County,296,3458,1289,13024,7693,209,410,4420,3124,6708,17126
51775,Salem,1234,3980,2222,16254,13069,209,1860,6599,2693,9842,24950
51139,Page County,351,5807,1875,18926,12131,426,1245,6930,3579,10651,23975
51169,Scott County,191,5491,1501,8505,11453,161,623,7461,4118,11523,22940
51810,Virginia Beach,38324,57250,61100,175684,225329,18967,46489,105839,33928,180476,442151
55085,Oneida County,520,8357,4223,26038,17728,259,2143,12864,3744,17926,35868
51041,Chesterfield County,25043,44198,27083,175768,166152,7758,38649,87479,21240,135628,320430
51115,Mathews County,150,2179,1125,6086,4655,132,963,3078,895,4733,8943
51019,Bedford County,1151,13614,7104,45429,35000,1100,6011,23157,5675,34638,69175
51620,Franklin,251,1275,839,6440,4654,222,355,1509,1928,2770,8539
54059,Mingo County,150,6487,1422,18865,13464,288,1539,8411,6021,11778,26460
51127,New Kent County,457,3861,1926,12517,9278,300,1912,6127,1074,9207,18791
55131,Washington County,3574,26187,8853,108323,66756,1682,13285,40287,8240,63305,132186
53015,Cowlitz County,4498,17472,10484,56389,51682,4415,6674,26236,17750,42770,102110
51083,Halifax County,523,7410,2721,28183,18822,217,1384,10672,7488,13936,35938
56027,Niobrara County,14,452,192,1004,1282,111,139,650,365,1147,2495
55067,Langlade County,327,5787,1902,16260,9866,231,708,6670,2818,9258,19838
56039,Teton County,1898,3129,1353,5068,10259,311,2633,4480,1764,8502,21575
53053,Pierce County,79510,127224,87547,401985,406358,54190,72486,184926,97870,325215,805434
50005,Caledonia County,647,6705,2654,17327,15690,445,1620,9166,4236,12930,31157
55095,Polk County,595,10837,3641,25346,21867,435,2290,14284,4682,20613,43905
54051,Marshall County,254,9790,3304,26025,16822,226,1768,10749,5181,15464,32840
53059,Skamania County,480,1910,1285,3764,5447,197,1010,3287,1382,4953,11126
55029,Door County,674,6916,2421,19535,14094,252,1990,10524,2756,14907,27826
55071,Manitowoc County,2056,21669,7050,68723,40895,944,4068,26047,7758,37512,81098
51700,Newport News,13117,28237,21639,85203,93734,7372,11480,35601,26163,60775,181025
55039,Fond du Lac County,3316,24239,7892,84069,51740,1850,5695,29182,9628,45659,101666
51037,Charlotte County,135,2359,1008,9286,6290,95,373,3469,2200,4977,12478
51067,Franklin County,1430,11536,4703,39538,28453,740,3249,18230,7626,28156,56195
54069,Ohio County,644,9699,3745,32008,23086,688,2688,13011,6453,17303,44156
55021,Columbia County,1089,12651,4714,44245,27831,612,3815,17193,5116,25476,56647
51009,Amherst County,582,6267,2551,24352,16866,676,1627,9402,3555,13106,32244
54107,Wood County,661,19483,8194,63736,44918,1340,5115,25996,13773,38064,86779
53049,Pacific County,1221,4432,3119,9376,10315,791,1053,6826,3524,10033,20781
55003,Ashland County,233,3330,1470,11428,7978,546,482,4803,2886,6238,16068
53073,Whatcom County,23182,24724,14744,105749,102444,7713,16413,49929,32503,83028,203211
51079,Greene County,708,3827,1853,11580,9445,514,1518,5448,2212,8613,18577
55059,Kenosha County,10374,31771,11226,85691,84311,3557,13222,42209,22761,65269,166874
54035,Jackson County,130,7044,2839,23806,14835,420,1468,8904,5458,12803,29229
51683,Manassas,9931,5503,2621,16686,19659,1745,3893,7865,4590,15305,39317
50003,Bennington County,940,6905,3327,16972,18966,887,2880,10905,4900,16092,36871
54025,Greenbrier County,323,9351,3878,26079,18137,818,1518,11472,6866,15797,35588
51157,Rappahannock County,390,1244,697,4090,3798,205,1001,2553,800,3814,7448
51590,Danville,1474,6981,4057,31484,23359,641,1406,10156,11331,14240,42996
53057,Skagit County,10796,17211,11557,62518,59320,4432,9788,30600,15628,51095,117641
54021,Gilmer County,300,1384,746,5086,3547,372,260,1996,1841,3097,8678
55107,Rusk County,219,4237,1324,10702,7280,152,495,4933,2673,6724,14571
51023,Botetourt County,628,6905,3169,22887,16793,430,3276,11296,2522,17896,33076
51125,Nelson County,446,3064,1327,10424,7778,65,916,4856,2089,6427,14940
55075,Marinette County,666,11578,4448,28160,20889,512,1687,14394,5347,19327,41632
55055,Jefferson County,3321,18210,6194,64365,42209,1402,4647,22785,9089,36451,83985
51047,Culpeper County,3141,9327,3854,28208,23466,1796,4044,11711,4168,20603,47330
50013,Grand Isle County,215,1410,559,4187,3497,236,706,2455,481,3614,6984
55015,Calumet County,1522,11028,3156,40981,24406,681,3748,14973,3116,23693,49288
40021,Cherokee County,1283,6608,3898,31529,24155,6976,1585,11224,10383,18426,47488
46049,Faulk County,18,617,181,1810,1193,3,131,731,307,1028,2370
48503,Young County,1042,3247,1345,14229,9271,377,1274,5157,2905,8582,18395
48105,Crockett County,394,526,209,3090,1878,65,248,951,625,1900,3840
42095,Northampton County,19909,65024,22090,179258,152417,7440,27692,82042,27876,127530,298439
41047,Marion County,43531,41762,25842,160844,159855,12334,16689,68266,57393,125521,318441
40139,Texas County,4740,2890,835,7998,10283,641,958,4637,2645,9315,21157
48115,Dawson County,1138,2240,489,10995,5805,256,572,3248,2550,5206,13771
48289,Leon County,934,3550,1862,11935,8430,162,1234,5326,2944,7577,16802
42111,Somerset County,509,25500,6814,65821,37517,735,3191,23498,9082,36014,77341
48363,Palo Pinto County,1734,5333,2430,20204,14205,544,1637,7509,5104,11552,28017
48317,Martin County,583,780,236,3873,2488,16,272,1163,770,1939,4956
46105,Perkins County,32,759,253,1292,1414,18,178,971,408,1450,2943
48199,Hardin County,828,11767,4159,43607,27811,459,4485,16207,5940,25419,54945
46083,Lincoln County,1023,6336,2947,29753,23300,691,4843,13282,2087,22326,46693
45081,Saluda County,1874,5053,1446,15164,9656,208,757,5109,4226,8041,19895
48027,Bell County,24036,45433,43424,148986,158852,14949,18135,59037,46943,124513,316144
45075,Orangeburg County,1813,18887,6482,72676,48553,820,2751,23320,20992,29327,91836
48405,San Augustine County,154,2029,901,7100,4651,53,362,2544,2265,3155,8855
45007,Anderson County,4616,33483,14754,131250,97502,2576,9343,53412,31101,79628,188480
48393,Roberts County,14,187,35,656,520,5,103,337,31,573,1030
42003,Allegheny County,60671,238119,93347,971948,638469,25825,117876,344618,153529,466799,1226933
48345,Motley County,30,197,74,977,521,1e-10,71,287,300,469,1182
46005,Beadle County,1460,3676,1379,11829,8879,284,726,4759,3525,7351,17663
48041,Brazos County,25557,15664,8937,131536,97586,4719,12222,32331,54587,60638,197642
48097,Cooke County,3045,6038,2935,25850,19440,820,2449,10047,5569,16786,38484
48327,Menard County,109,340,277,1714,1072,153,106,628,505,870,2213
48413,Schleicher County,430,512,169,2547,1676,40,252,796,749,1417,3316
47115,Marion County,223,5832,2042,20535,14330,1075,1376,8285,5056,12260,28214
40125,Pottawatomie County,1035,13758,6223,49509,36622,5018,2957,18445,12378,28918,70144
46027,Clay County,394,1761,943,7345,7068,303,680,2873,2836,4567,13953
47039,Decatur County,165,2878,1001,8723,6025,158,584,3910,2589,5390,11695
46061,Hanson County,7,711,251,2624,1671,13,141,866,534,1425,3377
48367,Parker County,4795,16797,10653,80405,58670,1547,13403,33504,12553,54795,118478
40025,Cimarron County,275,546,152,952,1211,35,151,766,479,1178,2432
47163,Sullivan County,2397,31588,14321,93899,81055,2197,8881,49109,28091,71232,156741
40105,Nowata County,85,2713,928,6279,5281,903,368,3287,1714,4731,10580
47067,Hancock County,42,1658,489,5163,3370,88,100,2118,2025,2745,6737
45011,Barnwell County,292,5101,1535,17387,11664,168,909,6281,6412,7907,22399
45039,Fairfield County,422,5964,2077,18836,12323,242,938,6923,5271,8374,23589
42091,Montgomery County,77430,130384,50355,575022,414203,15827,133265,225139,48007,358061,804621
49027,Millard County,989,2056,755,9165,6121,138,665,3044,1654,5666,12543
46009,Bon Homme County,76,1537,671,5011,2967,91,300,1941,847,3056,7048
48245,Jefferson County,26766,45800,17635,173289,123277,4479,16465,59354,49484,87585,252157
40127,Pushmataha County,126,2717,1134,7547,5802,1116,329,3629,2966,4644,11406
46121,Todd County,70,900,497,7841,4946,857,122,1245,4270,1803,9783
47117,Marshall County,990,6932,2222,20027,15764,479,1120,8652,4943,13025,30818
48435,Sutton County,383,716,188,3231,2050,6,286,941,292,1924,4058
45055,Kershaw County,1688,12495,5443,42046,32122,761,3007,18337,10234,26538,61918
47027,Clay County,107,2233,499,5114,3945,17,110,2550,1590,4177,7816
46087,McCook County,84,1326,471,4378,2809,37,375,1751,426,2649,5605
48501,Yoakum County,1811,1056,361,4823,4085,164,396,2122,922,3747,7998
40039,Custer County,1950,4778,1676,18608,14151,1613,1625,6632,5089,10936,28092
48017,Bailey County,1530,929,425,4038,3413,1e-10,254,1538,915,3183,7121
47077,Henderson County,215,5954,2093,21047,14357,425,1051,8276,5169,12169,27934
48175,Goliad County,155,1452,704,6143,3673,295,750,2457,1046,3640,7281
48073,Cherokee County,5117,9122,3552,38595,25006,929,2129,12513,11766,20349,50865
48485,Wichita County,8898,21061,11953,82269,63789,4039,6560,30154,18562,49757,131358
42045,Delaware County,51821,109264,34153,414435,291360,10344,67251,144471,55492,209852,559771
48059,Callahan County,286,2626,1359,10566,6961,427,726,4268,2032,5910,13535
48161,Freestone County,1403,3905,1756,15258,9289,184,1331,5759,2820,8273,19657
48425,Somervell County,633,1277,774,5659,4338,151,820,2356,774,4255,8537
44009,Washington County,5418,16556,9875,75789,65310,1751,18632,36844,10711,54901,126627
45053,Jasper County,2315,6126,1604,14509,12115,417,620,6081,5806,8414,25408
46045,Edmunds County,29,958,308,3130,1932,15,214,1242,491,1924,4051
48473,Waller County,5633,8065,2256,29127,21817,1568,2790,9231,8289,15732,43836
48407,San Jacinto County,855,5763,2308,19889,13437,136,1710,7824,5322,12180,26669
48433,Stonewall County,33,265,122,1110,665,38,67,455,218,662,1363
46089,McPherson County,17,414,224,1691,1181,2,106,781,468,1187,2432
48361,Orange County,1788,18099,6481,60195,41511,1231,6645,23681,11740,34883,82372
40027,Cleveland County,15165,34564,21755,155344,130619,17058,20660,65166,32125,105343,261047
42103,Pike County,4111,13103,5570,12157,28652,1393,5041,18174,5119,26207,57179
48341,Moore County,6138,3094,582,11773,10683,498,1071,4967,3363,8798,22029
48263,Kent County,31,142,60,730,468,1e-10,32,300,74,428,913
47043,Dickson County,1052,11930,3865,34958,25571,1003,2407,13715,7573,21580,49926
41065,Wasco County,2415,3739,2450,12198,12714,382,1413,6234,4502,10869,25281
48055,Caldwell County,2093,7040,2646,30614,19105,1424,1746,7716,6718,13477,38465
46079,Lake County,180,2492,961,8628,5716,170,825,3377,1776,5091,11564
40073,Kingfisher County,1032,3270,874,10494,7621,341,1012,4425,1233,7290,15069
48273,Kleberg County,2363,3238,2247,24954,15688,456,1405,6420,7366,10837,32052
46071,Jackson County,37,508,210,2468,1545,120,107,662,685,1247,3116
41033,Josephine County,2301,15575,10265,28331,42438,2305,3731,22777,16540,35762,82783
40149,Washita County,267,2656,942,7810,5930,512,742,3273,1866,5529,11631
47061,Grundy County,95,3167,1001,11213,6901,2106,259,4160,3972,5694,13657
48013,Atascosa County,2966,8067,3302,36267,23138,1515,2170,11223,7419,18795,45714
46057,Hamlin County,115,1462,421,4420,2921,52,391,1586,416,2673,5925
48067,Cass County,523,7258,2980,21679,15819,580,1357,8483,6215,12525,30344
48109,Culberson County,304,441,143,1673,1203,30,54,531,584,994,2345
47177,Warren County,2089,9356,2709,29286,20078,761,1188,10748,8439,16534,39861
45067,Marion County,698,8900,2124,26684,17718,337,954,8080,8869,10329,32695
48483,Wheeler County,611,1049,319,3639,2749,113,534,1681,779,2850,5526
47031,Coffee County,1562,10683,4416,34086,27358,1759,2317,14253,10928,22447,53011
48249,Jim Wells County,1852,6468,2183,36074,20694,498,2460,9979,8837,16125,41217
48429,Stephens County,557,1765,624,7540,4481,87,456,2634,1647,4392,9493
49011,Davis County,14554,34137,20019,204655,155306,8958,28413,73966,24593,137763,311886
47155,Sevier County,4713,20109,7284,46894,46554,1070,3889,24577,13051,43135,91295
46043,Douglas County,18,763,276,2431,1506,25,192,988,349,1643,3000
46055,Haakon County,4,496,119,1655,977,51,111,626,281,1048,1944
46111,Sanborn County,35,672,275,1836,1103,7,138,775,277,1144,2348
49021,Iron County,1511,5481,2673,27232,23094,1049,1807,9686,9427,18545,46435
47023,Chester County,345,3336,1126,11945,9075,65,557,4309,3185,6682,17151
48415,Scurry County,1148,2016,1065,13220,7969,430,1153,4201,2390,6942,17014
48193,Hamilton County,252,1636,710,6823,4291,34,440,2224,1025,3592,8410
48287,Lee County,1188,3657,1392,12708,8330,133,1184,4661,1960,7484,16603
48229,Hudspeth County,1133,385,184,1819,1685,30,81,902,1410,1316,3394
41063,Wallowa County,94,1572,850,3730,3504,163,289,2214,917,3182,6924
48477,Washington County,2340,5835,2401,25680,16949,280,2098,8476,4788,13662,33863
48253,Jones County,747,3265,1808,15713,7242,238,598,4522,2456,7316,20079
42001,Adams County,4123,25465,8901,62570,51526,1644,7204,29258,8490,46870,101496
45069,Marlboro County,547,6490,1873,19948,13407,823,495,6461,7734,8209,28542
44001,Bristol County,4419,6098,3324,25629,25790,1002,7121,13877,2961,22070,49426
46093,Meade County,387,4786,3276,14502,12455,849,1355,7283,2760,11901,25914
47047,Fayette County,848,8577,2956,28254,19369,349,2943,11748,5321,18141,38502
49009,Daggett County,15,176,108,391,355,7,47,226,62,425,830
46021,Campbell County,20,443,126,820,749,5,75,536,202,774,1435
47135,Perry County,34,2031,673,5510,3903,140,241,2377,1620,3331,7861
40035,Craig County,301,3358,1412,9766,7362,2149,525,4415,2495,6267,14869
47083,Houston County,89,2237,764,5699,4193,188,288,2398,1913,3713,8375
48177,Gonzales County,2633,3199,1083,15424,9973,395,911,4613,4283,8108,19920
48403,Sabine County,176,2528,1488,7513,5367,52,318,3630,2708,4467,10604
48267,Kimble County,318,1068,410,3675,2271,17,301,1412,874,2208,4566
40099,Murray County,301,3035,1346,9698,6706,1504,455,3754,1908,6034,13571
42047,Elk County,331,11070,2887,28720,16003,63,1153,10821,3260,14012,31799
48171,Gillespie County,1958,4453,2666,16643,12843,370,2251,7961,2951,12550,25003
47147,Robertson County,2496,14554,4758,43781,33805,915,3630,18507,8579,29439,66623
47011,Bradley County,4093,17542,7200,61568,51357,1331,4115,25203,19118,42042,100070
40087,McClain County,1100,7252,2945,25318,17696,2251,2688,10430,4044,16602,35155
42083,McKean County,526,12925,4247,31405,21170,434,1417,12773,6667,17385,43294
47029,Cocke County,564,9050,3385,24547,18260,769,832,10517,9176,15986,35596
46117,Stanley County,11,589,246,2268,1471,70,221,1002,299,1340,2966
48165,Gaines County,3458,2183,472,12513,8865,329,1015,4180,3000,7515,18019
48379,Rains County,442,2661,1375,8214,5360,146,454,3446,1478,4694,10989
41025,Harney County,130,1712,723,4074,3622,162,359,2020,1334,3753,7314
48101,Cottle County,66,283,103,1292,867,16,43,513,236,818,1546
47131,Obion County,709,7258,2553,20868,16459,396,1060,8521,5553,13043,31566
42057,Fulton County,96,4830,1269,10685,7381,106,599,4615,1624,6997,14779
42079,Luzerne County,16514,80503,28639,251581,163631,4673,18168,88744,48147,125262,320827
48081,Coke County,120,699,301,2602,1646,28,152,1051,339,1640,3271
40049,Garvin County,784,6830,2123,19694,13994,1645,1235,7561,5140,11471,27410
45091,York County,10433,36472,16892,96522,119662,4989,19498,61937,30308,99553,230934
48359,Oldham County,72,228,83,1443,1056,81,137,543,267,811,2064
48297,Live Oak County,587,2175,1218,8891,5280,167,640,3177,1709,5336,11603
48031,Blanco County,896,1909,1271,7464,5208,122,769,3197,963,5092,10562
48391,Refugio County,277,1360,601,6261,3694,248,473,2186,1140,3148,7327
48185,Grimes County,2274,5084,2462,19554,12237,707,1398,6755,4475,10004,26663
48247,Jim Hogg County,617,919,304,4303,2485,99,248,1385,734,2133,5271
48385,Real County,92,670,392,2530,1633,31,106,866,659,1635,3348
42035,Clinton County,560,10443,3329,34327,20296,604,1556,10803,5914,15640,39501
41069,Wheeler County,10,364,164,785,672,32,67,450,197,729,1292
48153,Floyd County,352,1077,312,5423,3265,192,337,1702,1269,2842,6371
46059,Hand County,54,947,282,2832,1686,15,209,1050,420,1694,3433
48507,Zavala County,1325,1074,422,9152,5964,8,213,2505,4028,3849,11849
48315,Marion County,146,2398,1205,6501,5262,64,449,3416,2387,4912,10439
47187,Williamson County,11017,18327,9342,82293,96909,3163,33886,53979,10804,95182,188935
48279,Lamb County,1371,2216,597,10878,6934,257,582,3427,3021,5561,13921
48169,Garza County,2509,1141,268,3286,2431,137,316,1205,626,2568,6356
48075,Childress County,297,1470,509,5559,2907,64,321,1728,890,3021,7057
41035,Klamath County,3496,11499,7894,30195,33250,2698,3164,18017,12315,28530,66211
42071,Lancaster County,23146,116279,34195,397461,267544,9769,36935,134847,53177,234000,523306
48417,Shackelford County,149,619,200,2660,1732,27,238,1085,533,1666,3362
40141,Tillman County,345,1714,655,4630,3929,545,210,2214,1529,3314,7898
46053,Gregory County,26,1046,427,3229,2072,102,223,1414,804,2114,4247
40033,Cotton County,113,1461,637,3641,3099,422,230,1744,882,2843,6166
40059,Harper County,460,1037,241,2142,1876,92,187,1201,543,1781,3710
40041,Delaware County,958,9481,4321,18881,20988,3603,1888,12902,8658,19576,41394
48095,Concho County,1235,1066,267,2395,1329,33,187,678,465,1623,4070
48331,Milam County,1115,5557,1921,20162,12484,599,1218,6386,4617,10219,24503
42105,Potter County,184,5544,1727,12287,8761,171,711,5436,2594,7926,17487
