geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
40107,Okfuskee County,160,2642,1127,8937,5675,1505,329,3126,3193,4835,12268
48291,Liberty County,5167,13980,5416,56214,38693,1367,3938,19400,12887,30806,76013
45037,Edgefield County,1229,5614,2160,12349,12348,436,1393,7122,4773,10237,26698
42009,Bedford County,332,16631,4355,39528,24872,409,1817,16126,6146,23884,49490
42033,Clearfield County,1652,26016,7849,70656,39449,744,2965,24723,11078,35873,81536
40091,McIntosh County,92,4629,2165,13841,10331,2238,683,6460,4152,9523,20358
48111,Dallam County,1154,1001,297,3870,3299,196,306,1457,1231,2446,6854
47005,Benton County,255,4383,1689,10175,8318,137,446,5423,3579,7545,16398
48157,Fort Bend County,156304,60143,26189,305545,309705,14666,88119,150628,50841,275636,608939
47001,Anderson County,2245,14398,7105,48434,38786,1379,5391,20911,13500,31868,75263
46033,Custer County,92,1658,1183,3849,4101,106,773,2986,816,4575,8306
42063,Indiana County,1473,22417,7074,74758,44170,928,4840,24549,14695,36633,88404
48487,Wilbarger County,570,1887,896,10293,6656,345,501,3526,2674,5214,13371
42077,Lehigh County,34437,71301,23497,223014,180998,9314,29695,89966,47016,140937,352068
42037,Columbia County,1611,18208,5124,54997,34911,482,3582,18263,10438,27294,67021
41031,Jefferson County,1542,3598,2020,11653,10438,543,993,5156,4074,8264,21461
40071,Kay County,1485,8791,3822,29929,23344,3233,2333,12837,8187,18638,46122
45077,Pickens County,4754,18181,8483,74599,59914,2117,5809,30482,21033,47321,119483
48445,Terry County,1159,1656,490,9973,5814,200,614,2936,1616,4388,12644
45065,McCormick County,149,1757,1155,6034,4630,146,367,3225,1510,4631,10091
40129,Roger Mills County,82,858,258,2739,1860,258,330,1028,484,1684,3713
47013,Campbell County,292,9471,2950,28632,20793,367,832,11046,9478,17382,40553
42043,Dauphin County,15993,58867,20825,198825,138841,8914,21679,70079,34965,103697,269035
45057,Lancaster County,2381,15507,6294,46057,39434,681,3696,21723,16014,30531,77946
48003,Andrews County,2238,2149,972,9362,7753,304,1390,4077,1926,6610,15554
47181,Wayne County,163,4235,1299,10494,7626,177,460,5035,3004,7607,16996
40095,Marshall County,986,3081,1475,10080,8009,2195,502,4737,2698,7020,15860
47033,Crockett County,707,3649,849,11416,7628,258,402,3839,2697,5913,14576
49055,Wayne County,67,478,205,1978,1334,7,132,814,498,1436,2760
41013,Crook County,649,4547,2788,11266,10481,549,857,6260,4036,10213,20894
48127,Dimmit County,673,1142,433,7941,5381,137,413,2474,2691,3245,10270
45083,Spartanburg County,18115,48007,20802,185114,147642,5388,14467,74718,50013,114616,286789
47119,Maury County,2809,16371,5898,50917,42307,1675,4053,22607,12423,33814,81821
45089,Williamsburg County,465,8214,2053,27841,17373,328,717,8632,9853,10002,33944
46081,Lawrence County,528,4456,2459,13821,12202,294,1680,6862,3377,10556,24305
49015,Emery County,232,1894,546,8517,5415,96,503,2937,1080,5057,10895
46011,Brookings County,1353,3717,2034,19243,15729,451,1619,6950,5131,11319,32295
48001,Anderson County,3691,12137,4592,43273,23387,754,2661,11524,9466,21217,58262
47139,Polk County,211,3909,1165,10673,8385,247,620,5354,2838,8096,16723
48465,Val Verde County,11267,6538,2980,30512,24244,667,1968,10060,10467,20218,48730
42131,Wyoming County,372,8546,2471,22643,14046,298,1590,8529,3312,12299,28177
47049,Fentress County,131,4221,1408,13002,9089,185,452,5621,4562,7777,17943
42015,Bradford County,941,18792,5825,45078,31711,661,3190,18142,8166,27625,62624
48309,McLennan County,19654,32555,16215,172231,121886,4513,12790,50569,50293,86155,237316
41037,Lake County,324,1515,951,4038,3697,306,348,2361,1497,3823,7862
44003,Kent County,9732,30205,13771,120553,85746,2787,18303,49157,14228,68902,165628
40061,Haskell County,252,2886,1087,8262,6511,1240,453,3498,2204,5521,12849
45031,Darlington County,1267,14872,4771,54676,35967,975,2857,18553,16130,25503,68346
47151,Scott County,83,5217,1172,16597,11242,170,426,6363,6128,8940,22154
40011,Blaine County,684,1988,809,6640,4660,560,459,2766,1254,4288,10198
47017,Carroll County,266,6090,2429,20970,14697,620,792,8352,5534,12150,28525
49031,Piute County,32,419,184,1176,895,17,51,476,441,773,1791
48049,Brown County,1569,8167,3439,29412,19133,643,1635,9557,6612,16253,37942
47009,Blount County,3250,25840,11723,75617,63793,1722,6781,35704,16633,57052,123722
42061,Huntingdon County,484,14477,3902,39213,21579,521,1630,13157,5183,20395,45874
48459,Upshur County,1302,7493,3528,28636,20050,1059,2257,11180,6134,17935,39640
41005,Clackamas County,31502,52817,30645,198521,193086,13075,42395,100826,36946,172837,380532
45071,Newberry County,2012,6796,2679,28652,19297,944,1563,10190,6251,14579,37514
40131,Rogers County,1815,16498,8477,55237,44126,7885,7017,25792,8002,42260,87730
47173,Union County,102,4876,998,14828,9666,218,560,6049,4461,8467,19177
47037,Davidson County,73452,87617,38947,333794,329601,14100,49246,140374,113690,208710,638395
49007,Carbon County,625,3220,1316,15749,10719,398,1086,5398,3081,8960,21227
41007,Clatsop County,2119,5871,3979,17619,18887,1474,2218,9870,5994,16086,37157
48329,Midland County,12376,16169,8820,99025,71979,2764,15691,34274,14555,58195,142289
46129,Walworth County,92,1329,617,3732,2789,95,323,1503,576,2603,5477
48313,Madison County,779,2040,874,10754,5441,195,445,2685,2583,4962,13689
48505,Zapata County,3470,1808,478,9452,6997,1e-10,638,3529,4867,5753,14164
46017,Buffalo County,7,318,79,1808,954,69,28,202,699,503,1966
40093,Major County,248,1901,617,5469,3772,197,464,2332,949,3804,7604
40097,Mayes County,398,8567,3651,27786,20697,9271,1747,11960,7974,18727,41110
48159,Franklin County,729,2108,995,7192,5233,130,801,3315,1500,4895,10611
41051,Multnomah County,104467,82460,44741,320547,378049,32046,72848,165713,130507,260976,747641
47097,Lauderdale County,287,6020,1811,21843,13188,395,725,6156,6463,9092,27794
40075,Kiowa County,159,2102,829,6783,4786,415,466,2643,2066,3791,9389
48443,Terrell County,83,146,62,619,418,1e-10,146,291,84,464,837
47111,Macon County,873,5227,1280,15957,11446,285,387,6246,4677,10497,22416
48371,Pecos County,2229,2529,825,11250,6804,165,825,3001,2211,5947,15590
48321,Matagorda County,3921,6991,2636,26933,18356,1187,2780,9307,7609,14585,36639
47091,Johnson County,184,4416,1503,8924,8410,182,377,5250,4316,8293,18158
48135,Ector County,19346,18384,7071,97464,71169,4494,9900,32822,22080,51735,141542
48281,Lampasas County,1419,2998,3231,11015,10038,426,1358,5457,3314,9338,19937
42109,Snyder County,451,10730,2722,33974,20012,261,1746,11037,4438,17344,39711
44007,Providence County,112013,97415,35075,361764,324109,19493,48566,129163,102749,211471,627469
48131,Duval County,404,1990,650,10635,5589,18,561,2828,2169,4014,11740
47085,Humphreys County,89,4858,1525,13119,9274,113,916,5751,2521,8087,18392
40101,Muskogee County,1928,12907,6266,48713,36141,8278,2928,18070,15280,27633,70657
41071,Yamhill County,8453,16900,7554,50391,49645,3251,6730,23494,13784,43209,99802
40143,Tulsa County,47586,88512,43454,346651,312328,44765,48389,147424,95328,234102,609610
46073,Jerauld County,55,549,178,1537,1060,1e-10,115,641,244,1002,2055
49005,Cache County,7843,11080,4258,73223,57314,2654,5859,22810,18253,47778,114181
41021,Gilliam County,60,456,217,1133,885,24,88,559,224,910,1915
46123,Tripp County,44,1167,333,4213,2689,211,238,1738,1116,2694,5571
48045,Briscoe County,169,250,93,1192,781,69,83,477,300,716,1615
49017,Garfield County,163,974,449,3315,2417,21,215,1479,571,2509,5123
47123,Monroe County,959,9929,3738,31536,22576,780,1616,12903,8677,22499,44857
49033,Rich County,11,510,178,1298,1125,6,120,554,157,1031,2279
46041,Dewey County,15,913,309,4603,2735,79,192,981,1763,1323,5419
40051,Grady County,964,10880,4459,37485,26689,2741,3252,15078,7239,24864,52855
40077,Latimer County,113,2065,934,7213,5451,1650,533,2881,1768,4938,11034
47133,Overton County,112,4957,1360,15652,11213,276,563,7041,4896,10999,22109
48251,Johnson County,10502,25674,10784,105508,76054,2656,10393,39220,17844,68733,152384
47161,Stewart County,197,3268,1650,7103,6598,199,736,4164,2638,6263,13313
47021,Cheatham County,671,8372,2762,27946,19607,351,2025,11686,5370,17963,39213
40057,Harmon County,94,421,219,1828,1563,101,138,719,796,1216,2894
45025,Chesterfield County,1069,10347,3177,31325,23867,671,1263,12292,12237,17553,46452
48223,Hopkins County,2917,6716,2731,26467,17860,396,1623,9643,6667,16461,35295
48191,Hall County,397,463,231,2278,1734,75,126,793,774,1304,3310
46125,Turner County,33,2099,693,6348,4156,122,468,2717,748,4273,8344
48275,Knox County,296,918,279,3016,1872,26,136,1026,746,1529,3731
49029,Morgan County,178,1415,725,7606,4780,108,892,2550,390,4834,9692
48399,Runnels County,570,2422,877,8876,5208,210,526,2800,2230,4426,10439
48093,Comanche County,952,2557,1176,11078,7002,232,476,3976,3599,6175,13829
42127,Wayne County,1849,14207,5172,29055,24704,481,2809,15581,5945,23659,52212
42055,Franklin County,5196,39572,13036,101233,77064,1850,9077,42567,16188,66945,150594
41059,Umatilla County,7596,10727,6356,32945,36513,3411,3675,17051,11971,29340,76306
47079,Henry County,518,8234,3572,18634,16594,566,1324,9857,6075,14883,32293
48237,Jack County,449,1794,755,6915,3889,37,490,2300,1296,3879,9012
48455,Trinity County,598,4112,1421,11150,7620,86,457,4144,2298,6155,14460
47149,Rutherford County,18681,41812,19043,149442,136300,5441,17876,65419,34268,106993,269407
46069,Hyde County,4,396,120,1134,740,80,68,419,110,616,1387
40121,Pittsburg County,869,9448,4579,29947,22289,5573,2243,13296,7936,19477,45417
47103,Lincoln County,432,7649,2382,18833,17121,931,1518,10238,5380,14780,33411
48029,Bexar County,229042,220020,151376,1113389,892206,52208,122022,360802,302559,628093,1753238
45073,Oconee County,2393,14122,7307,44820,37806,1443,4312,22631,14067,33247,74419
47075,Haywood County,288,4242,1101,15512,9807,349,524,4318,3869,6364,18531
48025,Bee County,1564,4119,2453,26054,12841,740,1069,5587,5389,10638,32281
47157,Shelby County,56965,138540,58540,573690,487774,14696,69033,203331,190295,286866,932919
48139,Ellis County,11899,23472,9986,107102,76959,3147,11299,38064,17768,67480,152020
48349,Navarro County,5378,8286,3124,34995,24168,880,2019,11838,9872,19447,47883
40003,Alfalfa County,90,1218,577,3924,2302,588,365,1566,592,2461,5674
40085,Love County,573,2385,645,5593,4827,388,341,2561,1561,4414,9496
47069,Hardeman County,269,6094,1791,20280,12227,305,432,6103,5771,8986,26897
45017,Calhoun County,308,3594,1279,11825,7808,277,886,4939,2727,6388,15109
40123,Pontotoc County,667,6333,2954,27091,19359,6536,1987,9857,6848,14873,37700
48357,Ochiltree County,2281,1670,500,5576,5090,428,800,2617,1802,4686,10467
47089,Jefferson County,935,11605,4980,33658,26331,934,2025,14758,9117,22797,51759
47051,Franklin County,662,8276,4372,26715,21110,1244,2080,12305,5864,17990,40985
48401,Rusk County,3440,9439,4364,39792,25240,636,2815,13511,8644,21095,53508
41055,Sherman County,44,373,235,1142,945,63,105,537,408,834,1865
42085,Mercer County,1548,31543,10774,94102,59037,1691,5292,34399,14655,49412,116059
47113,Madison County,2979,18129,6934,70292,51565,1195,5212,23687,18872,34901,98261
40009,Beckham County,790,4853,1350,13005,10530,1508,1466,4726,3127,8419,22715
48231,Hunt County,5630,16015,8001,59536,43621,1524,5120,21463,16655,36192,86455
45027,Clarendon County,525,7588,2909,25801,17554,442,1130,9250,8203,12317,34652
48461,Upton County,416,621,158,2455,1719,66,250,900,553,1512,3323
46051,Grant County,111,2118,586,4527,3577,52,361,2421,821,3655,7307
45061,Lee County,271,4227,1131,15328,9031,435,337,4933,4809,5059,18890
42115,Susquehanna County,603,13522,4032,25670,21325,336,2362,13425,5484,19383,42948
48463,Uvalde County,2589,3224,1426,20348,13560,336,932,6129,6870,9880,26578
47137,Pickett County,72,1294,528,3142,2567,47,215,1914,949,2973,5095
48207,Haskell County,594,1285,356,4729,2780,130,368,1795,990,3071,5885
47099,Lawrence County,632,9668,3115,30131,21421,641,1233,11955,7490,18906,41927
46007,Bennett County,22,352,198,2613,1741,438,98,555,1317,939,3431
46023,Charles Mix County,31,1759,686,7355,4647,242,383,2258,2095,3308,9176
46115,Spink County,69,1530,517,5192,3213,32,411,1933,830,3014,6522
48201,Harris County,1039405,522123,181514,2250402,2098963,83481,386493,810622,765948,1525346,4182285
46137,Ziebach County,25,350,130,2394,1450,45,65,415,1172,718,2821
47143,Rhea County,656,6293,2075,22206,16276,499,1366,8498,6993,13130,32080
40133,Seminole County,331,5278,1931,18886,13054,2032,903,6893,5696,9788,25443
40145,Wagoner County,2413,14024,6644,47419,37441,6786,4942,22275,8279,34143,74077
45051,Horry County,18512,54884,27785,108916,141561,5007,14154,78911,50844,117898,276688
45019,Charleston County,19230,45273,31268,189798,184814,6052,34362,87119,63064,125478,358736
42013,Blair County,1584,39157,12862,112048,65135,1307,5764,37232,17479,52775,126940
48347,Nacogdoches County,5953,8883,3412,48115,34017,918,3059,13714,15174,22628,65085
47003,Bedford County,3235,10320,3106,30988,22749,1697,1645,11480,8958,19432,45339
48453,Travis County,188160,96045,53933,564479,527038,29679,124130,213191,181531,375491,1063248
47007,Bledsoe County,152,2565,1076,8729,5902,180,297,3636,2604,5555,12853
48369,Parmer County,1799,1264,367,5629,4945,151,425,2290,2136,4220,10159
40147,Washington County,1578,10278,4494,30051,26779,3805,3934,15545,7447,22524,51329
45033,Dillon County,768,7124,2045,25562,16908,391,671,7476,9757,10241,31661
48383,Reagan County,772,621,93,2432,1617,18,331,854,321,1786,3441
40089,McCurtain County,481,7238,2605,18874,16868,2161,1004,8900,8480,13877,33143
47189,Wilson County,4691,21868,9480,70608,59518,1539,10230,33877,11796,53312,116948
48203,Harrison County,3483,12247,4799,45669,33912,964,3976,17173,10284,26351,66467
42023,Cameron County,49,1677,612,4267,2524,43,110,1533,646,2239,5000
45043,Georgetown County,1797,11870,6091,36905,31556,369,3861,17991,12663,24856,60280
40013,Bryan County,911,8066,3269,21281,22032,4045,1861,10490,7692,17436,43079
47055,Giles County,408,6533,2246,19155,14965,456,956,8557,5554,12885,29214
48397,Rockwall County,7683,10235,5062,47491,41150,2177,11510,22412,4700,37236,81020
48355,Nueces County,26349,46705,28867,256678,175183,6909,23401,72627,62306,121920,344257
48497,Wise County,3784,11693,4581,41864,29672,850,4087,16517,6357,27901,59894
49045,Tooele County,2196,8828,3756,39273,29415,847,3712,13753,5095,24608,59120
48427,Starr County,19188,6164,1007,38328,31644,516,959,12489,23826,21652,61351
42027,Centre County,10644,25085,9420,105581,74372,2400,12080,34070,28141,56282,154460
49049,Utah County,37815,38651,17282,322799,263611,12987,36222,97065,72409,216719,529262
40005,Atoka County,138,3177,1145,9511,6710,1302,411,3982,2760,5962,14070
46031,Corson County,20,596,316,1558,1990,32,92,627,1782,1225,4078
48481,Wharton County,3444,7602,2001,33962,21003,395,1924,9871,7649,15860,41185
45001,Abbeville County,257,4718,1944,19857,12916,316,591,7491,5272,10312,25233
49053,Washington County,8425,20228,10729,79086,71794,2851,7303,32349,21463,64071,141902
48375,Potter County,16672,14831,7520,77950,59228,4193,4731,24989,26895,41174,121526
48479,Webb County,69849,25200,5997,167748,130793,1811,8091,43127,78784,86425,254829
40113,Osage County,582,11528,4085,33720,23763,3412,2669,14617,6702,21494,47800
45035,Dorchester County,5937,23088,14715,70015,71838,4263,9674,35573,16597,56870,139802
48147,Fannin County,1524,6884,3299,25194,16029,747,1322,8813,5353,14356,33819
49019,Grand County,440,1340,618,3865,4526,121,482,2472,1249,3115,9269
40115,Ottawa County,684,6258,2749,17474,16335,3310,854,8832,6784,13331,32029
45047,Greenwood County,2669,11364,4988,51053,36932,1228,2918,17816,15499,25235,69727
42007,Beaver County,2978,44224,15600,141966,87992,3607,11396,52018,20342,74077,170382
42039,Crawford County,976,24856,7843,72232,45034,1316,3563,25670,13376,37655,88173
47159,Smith County,158,4765,1171,14230,9747,278,745,5343,3650,9038,19134
41019,Douglas County,3118,20836,13624,49191,54316,3874,4676,30163,19887,47906,107286
48411,San Saba County,438,1141,457,4842,2775,61,165,1615,831,2587,6050
47093,Knox County,20418,63458,28744,270911,224563,7834,37280,118150,61992,178362,436983
41045,Malheur County,3268,4658,2347,12891,14073,1516,967,6248,7647,11709,30898
48307,McCulloch County,511,1523,585,6670,4244,178,438,2277,1359,3493,8302
48449,Titus County,6198,4286,1752,21023,16376,686,1340,7703,6982,12824,32360
41009,Columbia County,1802,9176,5505,24701,24711,1562,4202,14084,6659,22844,49333
48015,Austin County,2809,5684,1877,21120,14327,464,2220,8077,2868,13462,28573
42081,Lycoming County,1626,29590,10578,99318,59380,1927,5310,32229,15731,47980,116604
48365,Panola County,969,4926,1737,16803,12317,261,2024,7224,2955,10244,23877
40103,Noble County,136,2415,988,8394,5866,605,573,3322,1598,5563,11529
48079,Cochran County,460,505,141,2164,1530,87,80,825,453,1323,3068
48035,Bosque County,1122,3504,1892,13786,9128,298,869,5389,2599,8766,18094
46029,Codington County,277,6034,2360,19742,13736,295,1367,8034,2989,10986,27439
40023,Choctaw County,180,3568,1047,9210,7875,2129,429,4446,4047,6004,15167
40045,Ellis County,80,914,322,2692,2069,141,327,1348,652,2133,4120
47059,Greene County,1325,15802,5888,45771,35021,636,2304,20857,14750,31658,68679
47167,Tipton County,1037,11761,5189,41723,31138,908,3179,15960,8095,25013,61298
48151,Fisher County,82,788,293,3466,1988,65,154,1080,660,1829,3924
47153,Sequatchie County,205,3166,864,10058,7247,887,716,4139,2448,6444,14333
48335,Mitchell County,600,1316,625,7323,3674,312,303,2051,811,3592,9388
48469,Victoria County,4941,14426,6105,71930,45030,3626,6001,20975,14638,34157,88068
49057,Weber County,16481,35722,16813,152444,116305,5603,14281,56944,29490,96207,233871
48323,Maverick County,19139,4974,1159,30145,28057,696,1533,11167,16513,21416,54880
48011,Armstrong County,63,222,187,1323,913,45,128,507,188,976,1773
48285,Lavaca County,1155,4862,1280,16666,9911,181,1166,6133,1571,9430,19351
42049,Erie County,11001,67257,21569,221620,142438,6440,15858,73979,45408,107813,280518
45059,Laurens County,1678,12673,4965,51266,34294,1260,1941,18055,13249,25044,66457
40001,Adair County,558,4871,1691,13834,11228,3492,403,5696,5843,9292,22427
42005,Armstrong County,416,22523,6204,62492,34603,475,3220,21828,8828,31334,68614
48293,Limestone County,2188,5060,1809,17671,11270,305,857,5961,4643,10210,23417
48129,Donley County,78,646,292,2629,1850,7,163,982,557,1431,3620
42059,Greene County,245,10894,3657,26128,18453,523,2271,10526,4999,16067,38362
49035,Salt Lake County,125538,130231,49590,630777,521169,25951,81565,231666,131033,416139,1048314
48183,Gregg County,11102,17668,8642,83777,62336,1556,7693,28254,20865,46944,122258
49025,Kane County,200,1254,695,3618,3662,165,267,2428,554,3668,7176
48167,Galveston County,28662,39956,21663,185394,149789,6564,36032,75613,38856,122771,296669
41043,Linn County,5160,20184,11747,64919,59526,2896,5551,29852,20724,51035,117648
41053,Polk County,5527,9919,6818,38440,39361,3553,5109,18456,12204,32839,75930
48431,Sterling County,158,246,23,1043,633,1e-10,38,303,199,650,1358
48259,Kendall County,2916,4042,3749,21404,17770,501,5048,9500,3205,18274,34951
46047,Fall River County,132,1388,1054,3532,3518,222,479,2106,1163,2981,7001
48333,Mills County,358,891,411,3886,2521,13,284,1455,617,2584,4891
40119,Payne County,4299,9319,4701,47279,38266,5289,4150,15281,17968,27121,77897
48145,Falls County,1014,3690,1359,14509,9443,384,510,4030,3326,5909,17719
48299,Llano County,512,3337,2750,12644,9948,362,1706,6641,2677,9504,19223
48089,Colorado County,1747,4957,1689,16244,10570,48,1182,6248,3376,9583,20776
46025,Clark County,153,921,279,2701,1807,18,190,1129,531,1586,3635
48189,Hale County,3440,5360,1884,27716,17442,1884,1242,7425,7374,13879,36150
48077,Clay County,170,2416,849,7823,5326,148,653,3591,1074,5467,10651
42123,Warren County,521,12706,4187,32941,20735,365,1906,13280,5112,19122,41429
42053,Forest County,78,2182,1008,6175,2493,117,106,1662,782,2558,7696
48065,Carson County,163,1117,472,4622,3109,78,614,2088,438,3093,6158
49039,Sanpete County,1334,3753,1729,20087,13222,372,1219,5926,3933,11180,27930
42021,Cambria County,1676,43241,13695,126060,71926,2203,6094,43014,19993,58908,142448
48261,Kenedy County,91,95,30,375,264,1e-10,6,46,172,177,524
48213,Henderson County,4595,14863,7497,56155,40082,1047,4101,22237,14559,34427,78636
48423,Smith County,19263,29832,15549,144914,109753,3158,14668,52601,34656,84992,212227
46085,Lyman County,35,769,350,3236,1800,120,154,934,639,1293,3804
42051,Fayette County,1236,43311,12097,116834,69183,2659,5494,39560,24260,55548,136145
48233,Hutchinson County,1364,3731,1901,14715,11014,637,1508,6530,3426,8419,21986
48311,McMullen County,65,71,47,487,262,5,61,206,118,252,616
48173,Glasscock County,165,199,39,903,543,11,140,283,49,602,1176
47129,Morgan County,216,6305,1991,16781,9838,326,691,6006,3936,9441,21964
47081,Hickman County,249,4825,1897,17676,11541,385,780,6889,3976,10491,24428
48211,Hemphill County,472,691,213,2501,2021,96,422,1075,458,1838,3959
47087,Jackson County,82,2923,797,7530,5734,176,376,3591,2509,4986,11527
47105,Loudon County,2743,9595,5244,27541,25098,711,3656,15017,7852,25643,49188
48209,Hays County,11973,16032,10834,109867,82534,4030,15164,37732,26750,61092,164144
48197,Hardeman County,149,772,318,3077,2143,122,149,1214,1074,1798,4087
40037,Creek County,1117,15892,5750,50286,35416,5910,3789,19670,10208,31351,70246
48217,Hill County,2615,5842,2994,26099,17877,403,1573,9657,5753,15573,35051
41017,Deschutes County,7034,21627,15475,68978,81382,3749,12745,42301,23144,73111,160565
47185,White County,251,6758,2279,18089,13166,535,772,7217,5065,11577,25986
48103,Crane County,742,631,228,2942,2161,41,263,1191,605,1973,4484
45021,Cherokee County,1351,10340,3620,38990,28651,893,1691,13897,12550,20673,55587
41011,Coos County,1997,11833,8013,28242,31829,2543,2489,17238,10966,26421,62753
48325,Medina County,2567,6987,4392,36703,22634,950,2799,11933,7775,21247,46512
40031,Comanche County,7203,21642,15672,55425,60163,9627,6803,25044,19860,46326,124591
47125,Montgomery County,9456,27940,24920,65417,89806,6995,10034,39172,28517,73439,177640
48215,Hidalgo County,230309,84988,23155,474442,404971,6642,22334,148948,272065,293744,790646
46015,Brule County,1,1174,477,4242,2723,111,150,1467,670,2380,5286
47045,Dyer County,671,7968,3083,27966,19538,1301,1546,9596,6718,16412,38239
42011,Berks County,28026,94020,29566,307466,209789,10589,29416,110864,55348,167577,412078
48499,Wood County,1456,8419,4876,29587,21313,428,2185,12813,5897,19704,42089
46099,Minnehaha County,10394,28537,11855,106062,86501,3531,10409,43534,18462,69247,173108
48219,Hockley County,1701,2967,1163,18302,11696,590,1435,5560,3518,9808,23115
46039,Deuel County,70,1073,456,2831,2111,18,253,1521,203,2249,4362
47073,Hawkins County,525,13948,5150,39703,29129,570,2238,17961,9106,26919,56759
49047,Uintah County,1237,6038,1934,23563,16561,977,2823,8254,3854,14483,33722
42121,Venango County,426,17514,5260,47824,27833,977,2033,16818,8526,23991,54590
41001,Baker County,228,3058,2096,8595,7971,360,771,4768,2801,7801,16055
48243,Jeff Davis County,355,309,259,1216,1172,9,211,739,166,1260,2311
46067,Hutchinson County,92,1553,500,5498,3636,41,338,2266,923,3462,7239
48195,Hansford County,905,838,268,3530,2740,56,336,1521,934,2424,5566
41039,Lane County,19952,49352,31009,161894,179616,15160,21452,86324,69183,135948,353382
48039,Brazoria County,39885,39969,20900,209937,157167,5521,37368,79652,34441,134464,319493
40029,Coal County,58,1547,511,4207,3013,1077,207,1698,1264,2373,5927
47065,Hamilton County,16647,53336,25822,201279,176754,4806,25558,87980,55063,136842,340973
42125,Washington County,3503,54627,18403,171680,106733,3461,16839,63973,21437,91462,208047
41029,Jackson County,11674,32888,22618,80844,105053,7955,12246,51747,34940,86836,205117
40117,Pawnee County,203,4097,1529,12024,8330,1322,683,4854,2321,7311,16592
48181,Grayson County,6847,20071,9787,81388,62280,3542,7674,31370,18645,50467,121292
48257,Kaufman County,7626,17052,6981,74950,53520,3217,7218,27161,13757,45729,105220
47127,Moore County,55,1491,591,4430,3186,115,252,2021,810,3046,6347
46035,Davison County,355,3296,1541,14664,9715,282,1140,5294,2282,8956,19622
44005,Newport County,5670,11603,8576,32653,42285,2514,13057,21773,6595,36024,82545
40043,Dewey County,77,1215,348,3525,2366,354,307,1396,664,2182,4800
49003,Box Elder County,1564,8081,2724,36938,24860,1142,2896,12849,4384,23431,50160
48085,Collin County,141441,69455,42843,373145,412354,23689,133447,197559,62986,370372,811308
48057,Calhoun County,1962,3709,1706,16991,10630,1066,1375,5586,3731,9817,21503
48047,Brooks County,405,1241,415,6376,3343,51,265,1690,2701,2052,7225
48409,San Patricio County,3134,9897,5350,50293,32731,956,4266,15183,10903,25450,65210
48053,Burnet County,2810,8028,4296,29423,21815,456,2537,12146,6959,20142,43230
48163,Frio County,1695,2711,935,14072,7225,156,536,3160,3570,6217,17522
47095,Lake County,173,1621,563,5786,2876,181,190,1220,1683,2218,7773
48301,Loving County,1e-10,49,2,57,30,6,8,16,10,25,87
40047,Garfield County,3909,12352,5419,37133,30792,2447,3522,15716,8235,25333,60956
48241,Jasper County,1178,8757,3311,27739,18208,406,2059,10273,6173,15277,35797
48137,Edwards County,262,249,156,1492,1045,1e-10,124,768,379,861,2070
48123,DeWitt County,517,4273,1742,17547,9578,465,1111,5417,2495,8009,20269
48283,La Salle County,535,854,267,5530,3177,61,185,1326,1322,2028,6921
48143,Erath County,3247,5005,2299,27671,19713,506,1844,8613,8268,15288,38744
40151,Woods County,96,1548,728,5566,4152,301,623,2278,1199,3456,8849
47183,Weakley County,544,6557,2653,24692,17840,341,1329,9053,6753,14257,34779
48113,Dallas County,553441,297050,106414,1339143,1219073,61086,190069,451047,454926,843103,2412481
42093,Montour County,657,5120,1523,14224,9575,117,1401,5339,1769,8128,18379
48125,Dickens County,84,371,220,2014,1072,31,87,701,393,1048,2382
48099,Coryell County,4067,10469,9150,35228,38567,4443,2961,11696,8659,28862,75966
41027,Hood River County,3782,3383,1487,9667,11299,609,1373,5383,2580,9722,22427
40067,Jefferson County,168,1754,470,3911,3199,319,245,1846,1296,2729,6457
47025,Claiborne County,331,7533,2138,15143,16259,559,721,9409,7078,13851,31915
48495,Winkler County,929,931,289,5066,3630,213,588,2179,909,3014,7260
49041,Sevier County,489,3688,1266,16075,10266,345,887,5645,3100,9444,20798
48007,Aransas County,1369,4331,2853,15153,12080,980,1690,7213,4513,11340,23627
48351,Newton County,329,4157,1518,11056,7073,47,735,3737,2238,5580,14340
45087,Union County,202,6426,2062,23657,14968,673,713,8668,5657,10778,28594
48457,Tyler County,392,5153,1909,17093,9811,271,936,6789,3361,9698,21619
47171,Unicoi County,621,4332,1449,12394,9291,97,751,5705,3891,8223,18254
42041,Cumberland County,12451,50578,20999,169979,120787,5471,23858,67794,18533,104828,237449
48269,King County,55,84,6,213,150,1e-10,21,53,19,183,321
48441,Taylor County,7583,18078,12003,91980,67927,3567,7358,29955,22036,51408,132588
47063,Hamblen County,4340,13323,5244,41635,32271,1150,2433,16914,11861,27332,62721
